	sample	Bin	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp
55	MUFFIN	metabat_bins_4	bacteria_odb10	28.2	27.4	0.8	3.2	68.6	124	183819	183819	0.00%	13	41.34	0.06	Neural Network (Specific Model)	11	0.843	183819	288.6501416430595	2171381	0.36	2118	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A paranthracis	GCF_001883995.1	95.15	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A paranthracis	95.58	0.717							ani_screen	classification based on ANI only	"GCF_900094905.1, s__Bacillus_A cereus_AG, 95.0, 93.25, 0.71; GCF_002584985.1, s__Bacillus_A sp002584985, 95.0, 90.96, 0.576; GCF_001757995.1, s__Bacillus_A mycoides_B, 95.0, 90.02, 0.601; GCF_001884065.1, s__Bacillus_A proteolyticus, 95.0, 90.91, 0.63; GCF_000021305.1, s__Bacillus_A thuringiensis_S, 95.0, 91.77, 0.669; GCF_008923725.1, s__Bacillus_A sp008923725, 95.0, 93.02, 0.666; GCF_001583695.1, s__Bacillus_A wiedmannii, 95.0, 93.25, 0.674; GCF_000496285.1, s__Bacillus_A toyonensis, 95.0, 91.3, 0.654; GCF_025917685.1, s__Bacillus_A cereus_AT, 95.17, 90.99, 0.648; GCF_022663335.1, s__Bacillus_A cereus_BC, 95.0, 93.47, 0.683; GCF_001884135.1, s__Bacillus_A nitratireducens, 95.0, 90.82, 0.633; GCF_001884185.1, s__Bacillus_A albus, 95.0, 93.2, 0.695; GCF_000832605.1, s__Bacillus_A mycoides, 95.0, 90.56, 0.627; GCF_001182785.1, s__Bacillus_A thuringiensis_AB, 96.35, 91.87, 0.682; GCA_002578045.1, s__Bacillus_A cereus_AK, 95.0, 90.22, 0.455; GCF_002577405.1, s__Bacillus_A cereus_AU, 95.0, 90.4, 0.561; GCF_001595725.1, s__Bacillus_A thuringiensis_K, 95.84, 91.94, 0.702; GCF_002746455.1, s__Bacillus_A fungorum, 95.0, 93.41, 0.683; GCF_002571225.1, s__Bacillus_A sp002571225, 95.0, 93.96, 0.722; GCF_002975175.1, s__Bacillus_A sp002975175, 95.0, 89.7, 0.586; GCF_001884105.1, s__Bacillus_A luti, 95.0, 91.64, 0.629; GCF_003400245.1, s__Bacillus_A sp003400245, 95.0, 92.9, 0.697; GCF_000742895.1, s__Bacillus_A anthracis, 95.0, 94.12, 0.728; GCA_027694045.1, s__Bacillus_A sp027694045, 95.0, 90.37, 0.571; GCF_002564555.1, s__Bacillus_A cereus_K, 95.0, 90.81, 0.56; GCF_000007825.1, s__Bacillus_A cereus, 96.65, 92.05, 0.677; GCF_001455345.1, s__Bacillus_A thuringiensis_N, 95.0, 94.12, 0.707; GCF_001884035.1, s__Bacillus_A tropicus, 95.0, 94.65, 0.695; GCF_018332515.1, s__Bacillus_A hominis, 95.0, 90.74, 0.625; GCF_007673305.1, s__Bacillus_A mycoides_C, 95.0, 90.35, 0.605; GCF_001884235.1, s__Bacillus_A paramycoides, 95.0, 90.02, 0.563; GCF_014932895.1, s__Bacillus_A thuringiensis_AA, 95.0, 90.6, 0.589; GCF_015071065.1, s__Bacillus_A cereus_BA, 95.0, 89.5, 0.573; GCF_018742245.1, s__Bacillus_A cereus_U, 95.0, 90.19, 0.606; GCF_002912215.1, s__Bacillus_A bombysepticus, 96.51, 91.77, 0.674; GCF_007678085.1, s__Bacillus_A cereus_BE, 95.0, 93.36, 0.688; GCF_002559825.1, s__Bacillus_A thuringiensis, 96.56, 91.43, 0.691; GCF_018966865.1, s__Bacillus_A sp018966865, 95.0, 90.52, 0.637; GCF_002567495.1, s__Bacillus_A cereus_AQ, 95.0, 91.29, 0.659; GCF_001884045.1, s__Bacillus_A mobilis, 95.0, 93.42, 0.777; GCF_018332475.1, s__Bacillus_A sanguinis, 95.0, 93.78, 0.744; GCA_016925055.1, s__Bacillus_A pacificus, 95.15, 97.56, 0.476; GCF_006494425.1, s__Bacillus_A sp006494425, 95.0, 93.86, 0.701"					2120	2003	13	class	0.99	0.94	0.11	0.02	0.05	0.9	0.85	TRUE	13	13	13	13	13	12	2171381	2171381	2171381	2171381	2171381	2126622	13	420363	2171381	35.92	183819	91008	231992.7	4	10	0
56	MUFFIN	metabat_bins_5	bacteria_odb10	21.8	21.8	0	2.4	75.8	124	547038	547038	0.00%	3	33.11	0.08	Neural Network (Specific Model)	11	0.802	547038	303.8157248157248	923888	0.33	814	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	99.57	0.961							ani_screen	classification based on ANI only						834	806	3	kingdom	1	0.97	0	0	0	0.95	0.92	TRUE	3	3	3	3	3	3	923888	923888	923888	923888	923888	923888	3	547038	923888	32.75	547038	166557	401796.5	1	3	0
57	MUFFIN	metabat_bins_6	bacteria_odb10	68.5	68.5	0	3.2	28.3	124	51484	51484	0.00%	80	94.44	1.05	Neural Network (Specific Model)	11	0.844	51484	294.8495854717726	2651465	0.33	2533	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	99.56	0.952							ani_screen	classification based on ANI only	"GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.6, 0.755; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.77, 0.76; GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.46, 0.782"					2563	2532	80	kingdom	1	0.99	0	0	0	0.98	0.97	TRUE	80	80	73	62	40	17	2651465	2651465	2622910	2545920	2203753	1386277	80	173884	2651465	32.58	51484	16128	65041.6	16	50	0
58	MUFFIN	metabat_bins_7	bacteria_odb10	38.7	38.7	0	1.6	59.7	124	2214491	2214491	0.00%	3	59.97	0	Neural Network (Specific Model)	11	0.881	2214491	313.6952380952381	2687201	0.5	2520	None	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	96.93	0.851							ani_screen	classification based on ANI only	"GCF_002900365.1, s__Escherichia marmotae, 95.0, 90.58, 0.726; GCF_029876145.1, s__Escherichia ruysiae, 95.0, 91.93, 0.758; GCF_000759775.1, s__Escherichia albertii, 95.0, 89.38, 0.639; GCF_011881725.1, s__Escherichia coli_E, 95.0, 91.85, 0.757; GCF_014836715.1, s__Escherichia whittamii, 95.0, 91.51, 0.775; GCF_004211955.1, s__Escherichia sp004211955, 95.0, 92.34, 0.791; GCF_005843885.1, s__Escherichia sp005843885, 95.0, 91.98, 0.784; GCF_002965065.1, s__Escherichia sp002965065, 95.0, 94.52, 0.687; GCF_000026225.1, s__Escherichia fergusonii, 95.0, 90.33, 0.502; GCF_000194175.1, s__Escherichia coli_F, 95.0, 96.14, 0.913"					2521	2514	3	kingdom	1	1	0	0	0	0.99	0.99	TRUE	3	3	3	3	3	2	2687201	2687201	2687201	2687201	2687201	2641125	3	2214491	2687201	50.42	2214491	426634	1893460.9	1	2	0
59	MUFFIN	metabat_bins_8	bacteria_odb10	78.2	78.2	0	0.8	21	124	1166609	1166609	0.00%	2	57.88	0	Neural Network (Specific Model)	11	0.849	1166609	304.8491253644315	1476874	0.32	1372	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	99.72	0.995							ani_screen	classification based on ANI only						1388	1379	2	kingdom	1	0.99	0	0	0	0.98	0.97	TRUE	2	2	2	2	2	2	1476874	1476874	1476874	1476874	1476874	1476874	2	1166609	1476874	31.83	1166609	310265	986706.3	1	2	0
60	MUFFIN	metabat_bins_9	bacteria_odb10	46	46	0	0.8	53.2	124	1296384	1296384	0.00%	6	54.05	0.29	Neural Network (Specific Model)	11	0.892	1296384	318.8039492242595	2276193	0.69	2127	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cereibacter_A;s__Cereibacter_A sphaeroides	GCF_000012905.2	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cereibacter_A;s__Cereibacter_A sphaeroides	98.21	0.926							ani_screen	classification based on ANI only	"GCF_002407205.1, s__Cereibacter_A sp002407205, 95.0, 84.92, 0.444; GCF_003050905.1, s__Cereibacter_A azotoformans, 95.0, 86.37, 0.549; GCF_001720585.1, s__Cereibacter_A johrii, 95.0, 94.77, 0.85"					2148	2107	6	order	0.99	0.97	0.23	0.02	0.04	0.95	0.93	TRUE	6	6	6	6	6	5	2276193	2276193	2276193	2276193	2276193	2246112	6	1296384	2276193	68.76	1296384	222889	849670.2	1	4	0
61	MetaWRAP	bin_1	bacteria_odb10	91.1	90.3	0.8	1.6	7.3	124	41983	41983	0.00%	67	96.99	0.04	Neural Network (Specific Model)	11	0.865	41983	345.2537764350453	1978138	0.49	1655	None	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	GCF_000010505.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	99.99	0.998							ani_screen	classification based on ANI only	"GCF_000378065.1, s__Porphyromonas gulae, 95.0, 92.86, 0.814"					1610	1565	67	kingdom	1	0.97	0	0	0	0.97	0.94	TRUE	67	67	61	54	30	11	1978138	1978138	1951031	1900640	1524816	858715	67	108192	1978138	48.93	41983	13967	50984.7	14	44	0
62	MetaWRAP	bin_10	bacteria_odb10	8.9	8.9	0	1.6	89.5	124	329627	329627	0.00%	2	22.45	0.01	Neural Network (Specific Model)	11	0.894	329627	320.45990566037733	455203	0.36	424	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans	GCF_006739205.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans	99.13	0.941							ani_screen	classification based on ANI only	"GCF_002355215.1, s__Streptococcus troglodytae, 95.0, 94.48, 0.816"					428	422	2	kingdom	1	0.99	0	0	0	0.99	0.98	TRUE	2	2	2	2	2	2	455203	455203	455203	455203	455203	455203	2	329627	455203	36.03	329627	125576	273335.8	1	2	0
63	MetaWRAP	bin_11	bacteria_odb10	61.3	61.3	0	1.6	37.1	124	117769	117769	0.00%	32	54.69	0.01	Neural Network (Specific Model)	11	0.887	117769	315.2308015107008	2537528	0.51	2383	None	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	96.88	0.875							ani_screen	classification based on ANI only	"GCF_014836715.1, s__Escherichia whittamii, 95.0, 91.79, 0.794; GCF_000759775.1, s__Escherichia albertii, 95.0, 89.91, 0.666; GCF_029876145.1, s__Escherichia ruysiae, 95.0, 92.73, 0.792; GCF_000026225.1, s__Escherichia fergusonii, 95.0, 90.58, 0.554; GCF_004211955.1, s__Escherichia sp004211955, 95.0, 92.73, 0.81; GCF_005843885.1, s__Escherichia sp005843885, 95.0, 92.76, 0.804; GCF_002965065.1, s__Escherichia sp002965065, 95.0, 94.17, 0.718; GCF_000194175.1, s__Escherichia coli_F, 95.0, 96.07, 0.917; GCF_002900365.1, s__Escherichia marmotae, 95.0, 90.93, 0.758; GCF_011881725.1, s__Escherichia coli_E, 95.0, 91.52, 0.775"					2387	2383	32	kingdom	1	1	0	0	0	0.99	0.99	TRUE	32	32	30	29	27	17	2537528	2537528	2528839	2520927	2491424	2136265	32	268777	2537528	50.8	117769	37858	137622.9	7	21	0
64	MetaWRAP	bin_12	bacteria_odb10	38.7	38.7	0	1.6	59.7	124	148639	148639	0.00%	25	43.96	0	Neural Network (Specific Model)	11	0.879	148639	318.55719977233923	1907447	0.51	1757	None	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	97.15	0.869							ani_screen	classification based on ANI only	"GCF_000026225.1, s__Escherichia fergusonii, 95.0, 92.04, 0.605; GCF_029876145.1, s__Escherichia ruysiae, 95.0, 92.86, 0.772; GCF_004211955.1, s__Escherichia sp004211955, 95.0, 93.22, 0.791; GCF_000194175.1, s__Escherichia coli_F, 95.0, 95.84, 0.904; GCF_005843885.1, s__Escherichia sp005843885, 95.0, 93.07, 0.795; GCF_014836715.1, s__Escherichia whittamii, 95.0, 92.05, 0.785; GCF_002965065.1, s__Escherichia sp002965065, 95.0, 94.63, 0.708; GCF_000759775.1, s__Escherichia albertii, 95.0, 90.32, 0.667; GCF_011881725.1, s__Escherichia coli_E, 95.0, 91.92, 0.766; GCF_002900365.1, s__Escherichia marmotae, 95.0, 91.03, 0.755"					1757	1752	25	genus	0.97	0.97	0.01	0.16	0.37	1	0.96	TRUE	25	25	24	21	20	14	1907447	1907447	1904102	1882310	1870166	1676537	25	203182	1907447	50.87	148639	43976	129730.6	6	15	0
65	MetaWRAP	bin_13	bacteria_odb10	97.5	93.5	4	2.4	0.1	124	52146	52146	0.00%	193	100	0.29	Neural Network (Specific Model)	11	0.855	52146	273.4793236537401	5212926	0.35	5441	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A pacificus	GCA_016925055.1	95.15	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A pacificus	97.77	0.778							ani_screen	classification based on ANI only	"GCF_025917685.1, s__Bacillus_A cereus_AT, 95.17, 90.34, 0.67; GCF_015071065.1, s__Bacillus_A cereus_BA, 95.0, 89.37, 0.615; GCF_000496285.1, s__Bacillus_A toyonensis, 95.0, 90.84, 0.7; GCF_014932895.1, s__Bacillus_A thuringiensis_AA, 95.0, 90.25, 0.653; GCF_002559825.1, s__Bacillus_A thuringiensis, 96.56, 91.45, 0.74; GCF_002567495.1, s__Bacillus_A cereus_AQ, 95.0, 91.15, 0.724; GCF_003400245.1, s__Bacillus_A sp003400245, 95.0, 93.14, 0.765; GCF_002912215.1, s__Bacillus_A bombysepticus, 96.51, 91.37, 0.729; GCF_001884035.1, s__Bacillus_A tropicus, 95.0, 94.74, 0.796; GCF_007678085.1, s__Bacillus_A cereus_BE, 95.0, 93.15, 0.757; GCF_002571225.1, s__Bacillus_A sp002571225, 95.0, 93.87, 0.78; GCF_001455345.1, s__Bacillus_A thuringiensis_N, 95.0, 93.88, 0.781; GCF_002561295.1, s__Bacillus_A cereus_S, 95.0, 83.4, 0.274; GCF_002577405.1, s__Bacillus_A cereus_AU, 95.0, 89.92, 0.643; GCF_001884185.1, s__Bacillus_A albus, 95.0, 93.22, 0.751; GCF_001757995.1, s__Bacillus_A mycoides_B, 95.0, 89.36, 0.623; GCF_001884065.1, s__Bacillus_A proteolyticus, 95.0, 90.12, 0.664; GCF_018966865.1, s__Bacillus_A sp018966865, 95.0, 89.9, 0.655; GCF_001595725.1, s__Bacillus_A thuringiensis_K, 95.84, 91.44, 0.732; GCF_000742895.1, s__Bacillus_A anthracis, 95.0, 94.02, 0.78; GCF_018742245.1, s__Bacillus_A cereus_U, 95.0, 89.35, 0.616; GCF_001583695.1, s__Bacillus_A wiedmannii, 95.0, 93.24, 0.759; GCF_001182785.1, s__Bacillus_A thuringiensis_AB, 96.35, 91.44, 0.733; GCF_000007825.1, s__Bacillus_A cereus, 96.65, 91.51, 0.726; GCF_002564555.1, s__Bacillus_A cereus_K, 95.0, 89.77, 0.652; GCF_001884045.1, s__Bacillus_A mobilis, 95.0, 93.33, 0.792; GCF_008923725.1, s__Bacillus_A sp008923725, 95.0, 92.99, 0.739; GCF_002975175.1, s__Bacillus_A sp002975175, 95.0, 89.05, 0.603; GCF_022663335.1, s__Bacillus_A cereus_BC, 95.0, 93.5, 0.762; GCF_018332475.1, s__Bacillus_A sanguinis, 95.0, 93.25, 0.763; GCF_018332515.1, s__Bacillus_A hominis, 95.0, 89.92, 0.607; GCF_002584985.1, s__Bacillus_A sp002584985, 95.0, 90.4, 0.654; GCF_001884105.1, s__Bacillus_A luti, 95.0, 91.23, 0.71; GCF_900094905.1, s__Bacillus_A cereus_AG, 95.0, 93.13, 0.759; GCF_002746455.1, s__Bacillus_A fungorum, 95.0, 93.26, 0.737; GCF_007673305.1, s__Bacillus_A mycoides_C, 95.0, 89.68, 0.63; GCF_000021305.1, s__Bacillus_A thuringiensis_S, 95.0, 91.44, 0.717; GCF_001884235.1, s__Bacillus_A paramycoides, 95.0, 88.92, 0.6; GCA_002578045.1, s__Bacillus_A cereus_AK, 95.0, 90.06, 0.581; GCA_027694045.1, s__Bacillus_A sp027694045, 95.0, 89.92, 0.711; GCF_001883995.1, s__Bacillus_A paranthracis, 95.15, 95.82, 0.805; GCF_001884135.1, s__Bacillus_A nitratireducens, 95.0, 90.39, 0.676; GCF_006494425.1, s__Bacillus_A sp006494425, 95.0, 93.95, 0.785; GCF_000746925.1, s__Bacillus_A clarus, 95.0, 86.3, 0.455; GCF_000832605.1, s__Bacillus_A mycoides, 95.0, 89.85, 0.643"					5464	5291	193	kingdom	1	0.97	0	0	0	0.92	0.89	TRUE	193	193	163	132	66	32	5212926	5212926	5110055	4890695	3874885	2624268	193	227967	5212926	35.32	52146	12089	62110.5	32	114	0
66	MetaWRAP	bin_5	bacteria_odb10	89.5	88.7	0.8	0	10.5	124	171156	171156	0.00%	14	81.02	0.05	Neural Network (Specific Model)	11	0.86	171156	298.1105702364395	1492413	0.37	1438	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans	GCF_006739205.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans	99.28	0.953							ani_screen	classification based on ANI only	"GCF_002355215.1, s__Streptococcus troglodytae, 95.0, 94.94, 0.855"					1475	1455	14	kingdom	1	0.99	0	0	0	0.99	0.98	TRUE	14	14	14	13	11	9	1492413	1492413	1492413	1486172	1439805	1347689	14	317256	1492413	36.82	171156	77346	170240.4	4	9	0
67	MetaWRAP	bin_6	bacteria_odb10	91.1	91.1	0	0.8	8.1	124	102239	102239	0.00%	25	80.66	0	Neural Network (Specific Model)	11	0.845	102239	302.75704030922145	1943614	0.32	1811	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	99.72	0.975							ani_screen	classification based on ANI only						1836	1802	25	kingdom	1	0.98	0	0	0	0.98	0.96	TRUE	25	25	25	24	18	13	1943614	1943614	1943614	1935409	1843107	1660477	25	301096	1943614	31.75	102239	42808	142590.1	6	15	0
68	MetaWRAP	bin_7	bacteria_odb10	46	46	0	15.3	38.7	124	6165	6165	0.00%	424	75.51	2.07	Neural Network (Specific Model)	11	0.845	6165	265.36572199730097	2090127	0.33	2223	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	99.81	0.982							ani_screen	classification based on ANI only	"GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.31, 0.676; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.74, 0.679; GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.29, 0.717"					2246	2222	424	kingdom	1	0.99	0	0	0	0.99	0.98	TRUE	424	424	145	36	1	0	2090127	2090127	1268764	512502	31878	0	424	31878	2090127	32.75	6165	2445	7760.9	106	320	0
69	MetaWRAP	bin_9	bacteria_odb10	9.7	9.7	0	1.6	88.7	124	66468	66468	0.00%	12	14.98	0.05	Neural Network (Specific Model)	11	0.81	66468	304.66825775656326	471874	0.32	419	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	99.4	0.941							ani_screen	classification based on ANI only						428	413	12	kingdom	1	0.96	0	0	0	0.94	0.91	TRUE	12	12	11	11	6	4	471874	471874	468301	468301	387390	309325	12	90215	471874	32.47	66468	15892	61438.1	3	8	0
70	SnakeMAGs	bin_1	bacteria_odb10	96.7	92.7	4	3.2	0.1	124	37591	37591	0.00%	241	100	0.49	Neural Network (Specific Model)	11	0.854	37591	271.64852198990627	5288690	0.35	5548	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A pacificus	GCA_016925055.1	95.15	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A pacificus	97.75	0.785							ani_screen	classification based on ANI only	"GCF_001757995.1, s__Bacillus_A mycoides_B, 95.0, 89.33, 0.61; GCF_018966865.1, s__Bacillus_A sp018966865, 95.0, 89.86, 0.649; GCF_000832605.1, s__Bacillus_A mycoides, 95.0, 89.87, 0.639; GCF_002559825.1, s__Bacillus_A thuringiensis, 96.56, 91.38, 0.734; GCF_001595725.1, s__Bacillus_A thuringiensis_K, 95.84, 91.44, 0.724; GCF_000007825.1, s__Bacillus_A cereus, 96.65, 91.5, 0.718; GCF_018332475.1, s__Bacillus_A sanguinis, 95.0, 93.25, 0.757; GCF_003400245.1, s__Bacillus_A sp003400245, 95.0, 93.14, 0.76; GCF_001884135.1, s__Bacillus_A nitratireducens, 95.0, 90.43, 0.666; GCF_002567495.1, s__Bacillus_A cereus_AQ, 95.0, 91.23, 0.715; GCF_002584985.1, s__Bacillus_A sp002584985, 95.0, 90.4, 0.655; GCF_002564555.1, s__Bacillus_A cereus_K, 95.0, 89.82, 0.653; GCF_000021305.1, s__Bacillus_A thuringiensis_S, 95.0, 91.38, 0.71; GCF_000496285.1, s__Bacillus_A toyonensis, 95.0, 90.84, 0.696; GCF_001884035.1, s__Bacillus_A tropicus, 95.0, 94.84, 0.8; GCF_008923725.1, s__Bacillus_A sp008923725, 95.0, 92.99, 0.736; GCF_001883995.1, s__Bacillus_A paranthracis, 95.15, 95.7, 0.795; GCF_002912215.1, s__Bacillus_A bombysepticus, 96.51, 91.32, 0.72; GCA_002578045.1, s__Bacillus_A cereus_AK, 95.0, 90.08, 0.584; GCF_018332515.1, s__Bacillus_A hominis, 95.0, 89.96, 0.61; GCF_002571225.1, s__Bacillus_A sp002571225, 95.0, 93.86, 0.773; GCF_001884045.1, s__Bacillus_A mobilis, 95.0, 93.22, 0.786; GCF_001182785.1, s__Bacillus_A thuringiensis_AB, 96.35, 91.44, 0.727; GCF_002746455.1, s__Bacillus_A fungorum, 95.0, 93.26, 0.729; GCF_018742245.1, s__Bacillus_A cereus_U, 95.0, 89.38, 0.608; GCF_001884065.1, s__Bacillus_A proteolyticus, 95.0, 89.96, 0.658; GCF_000746925.1, s__Bacillus_A clarus, 95.0, 86.47, 0.442; GCF_007678085.1, s__Bacillus_A cereus_BE, 95.0, 93.26, 0.754; GCF_001583695.1, s__Bacillus_A wiedmannii, 95.0, 93.24, 0.753; GCF_001884235.1, s__Bacillus_A paramycoides, 95.0, 88.91, 0.592; GCF_002975175.1, s__Bacillus_A sp002975175, 95.0, 89.05, 0.594; GCF_014932895.1, s__Bacillus_A thuringiensis_AA, 95.0, 90.28, 0.645; GCF_002577405.1, s__Bacillus_A cereus_AU, 95.0, 90.06, 0.641; GCA_027694045.1, s__Bacillus_A sp027694045, 95.0, 89.93, 0.709; GCF_015071065.1, s__Bacillus_A cereus_BA, 95.0, 89.41, 0.602; GCF_022663335.1, s__Bacillus_A cereus_BC, 95.0, 93.5, 0.754; GCF_007673305.1, s__Bacillus_A mycoides_C, 95.0, 89.71, 0.621; GCF_025917685.1, s__Bacillus_A cereus_AT, 95.17, 90.21, 0.67; GCF_001884185.1, s__Bacillus_A albus, 95.0, 93.22, 0.745; GCF_006494425.1, s__Bacillus_A sp006494425, 95.0, 93.91, 0.777; GCF_001884105.1, s__Bacillus_A luti, 95.0, 91.16, 0.711; GCF_001455345.1, s__Bacillus_A thuringiensis_N, 95.0, 93.88, 0.774; GCF_900094905.1, s__Bacillus_A cereus_AG, 95.0, 93.24, 0.75; GCF_000742895.1, s__Bacillus_A anthracis, 95.0, 94.02, 0.771"					5569	5396	241	kingdom	1	0.97	0	0	0	0.92	0.89	TRUE	241	241	196	147	72	26	5288690	5288690	5138771	4785948	3615485	2016364	241	156308	5288690	35.29	37591	10185	47480	41	145	0
